web-scraper-order,web-scraper-start-url,titulo,precio,habts,ban,mets
1620516075-13832,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?page=22,20-130 Casa de 2 niveles en El Refugio de 3 dormitorios y 150 mts2 ATC,"$2,629,495",1,3,150
1620524595-14729,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-sale/?page=2,El Mirador -  Casa con oficina o recámara en planta baja,"$2,850,000",3,5,164
1620508205-11869,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=1,JURICIA CASA PARA INVERSIONISTA,"$7,094,000",6,4,372
1620519800-14253,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?page=8,Fraccionamiento en la Fray Junipero Serra con control de acceso,"$2,164,000",3,3,117
1620507935-11837,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=3,"Casa en Venta en Jurica Qro amplio jardin, alberca y 5 recamaras con baño en c/u","$11,350,000",5,5,920
1620509710-12033,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-sale/?page=8,"Casa venta Milenio, amenidades, 3 recamaras, 3.5 baños, roof, 3 autos, espacios","$3,310,000",3,4,138
1620515560-13764,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?page=25,VENTA casa a estrenar en El Refugio de 3 recamaras y 160 mts2!,"$3,190,000",2,3,160
1620511567-12267,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?page=39,Fray Junipero Serra casa en venta de 3 amplias recamaras y 132 mts2!,"$1,958,000",2,3,132
1620504748-9919,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=11,Casa en venta en Jurica Querétaro,"$10,800,000",6,4,750
1620497868-7360,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/casa/for-sale/?page=21,La casa de tus sueños en un condominio seguro y exclusivo,"$5,778,500",2,3,300
1620514717-13688,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?page=27,VENTA DECASA EN EL REFUGIO (MOD A),"$2,775,000",2,2,156
1620501717-7848,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/casa/for-sale/?page=3,"Preciosa Residencia en Cumbres del Lago, Gran Jardín,  3 Recamaras, 3 Autos, .","$4,800,000",3,3,300
1620511243-12216,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-sale/?page=2,"Milenio Venta casa, 2 plantas, 3 recamaras, 2.5 baños, cochera techada, estudio","$4,500,000",3,3,180
1620503519-8865,https://www.lamudi.com.mx/queretaro-arteaga/corregidora/los-candiles-1/casa/for-sale/,Casa en Venta en Fraccionamiento cerrado,"$1,665,000",3,3,105
1620507516-11794,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=4,"Casa en Venta de un solo piso en Jurica, Queretaro con cuarto de servicio 334 m2","$7,890,000",3,2,1367
1620506451-11685,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=8,Venta casa en Jurica,"$9,980,000",4,4,527
1620508440-11904,https://www.lamudi.com.mx/queretaro-arteaga/corregidora/el-pueblito-13/casa/for-sale/?page=2,Hermosa casa en venta en Corregidora El pueblito 3 recamaras 3 baños y 2 cajones,"$2,550,000",3,3,167
1620519289-14202,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?page=10,Casa en Fray Junipero de  3 recamaras y 182 mts2!,"$2,617,000",2,3,182
1620510694-12136,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-sale/?page=4,VENTA DE CASA EN MILENIO,"$3,800,000",3,3,144
1620521824-14458,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?page=1,CASA NUEVA EN VENTA EL REFUGIO QUERETARO,"$2,750,000",2,2,175
1620499279-7583,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/casa/for-sale/?page=13,VENTA CASAS - CUMBRES DEL LAGO - QUERETARO,"$5,490,000",3,6,380
1620500286-7722,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/casa/for-sale/?page=8,Casa en venta cumbres de juriquilla de 3 recamaras y 4 baños buen precio,"$4,280,000",3,4,200
1620506823-11721,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=6,Residencia En Venta,"$12,750,000",10,4,742
1620518005-14056,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?page=15,CASA EN VENTA EL RESIDENCIAL EL REFUGIO QUERETARO,"$3,152,125",3,3,156
1620515914-13811,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?page=23,"El Refugio, Desarrollo de casas para la venta, entrega Abril 2020. FVR","$3,861,000",4,5,140
1620516338-13868,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?page=21,Casa en venta El Refugio 3 habitaciones JRH,"$2,300,000",3,2.5,120
1620498422-7442,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/casa/for-sale/?page=18,KL/ ¡OPORTUNIDAD! CASA EN VENTA CUMBRES DEL LAGO. JURIQUILLA. QRO.,"$3,100,000",2,3,250
1620509605-12023,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-sale/?page=8,CASA EN VENTA MILENIO III,"$4,390,000",3,3,295
1620520822-14354,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?page=5,Casa de entrega inmediata en El Refugio con acabados de lujo! RAHQRO,"$2,997,650",2,4,170
1620511626-12276,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?page=39,"Casa en Venta, Querétaro, Querétaro","$3,800,000",3,4,235
1620525579-14820,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/casa/for-sale/?page=9,Venta Casa Islas El Campanario,"$26,000,000",4,5,600
1620503706-8884,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=13,Casa en venta Jurica 5 habitaciones JGCC,"$16,500,000",5,4,780
1620521526-14426,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?page=2,"Amplia casa con Alberca y sotano, 3 Recamaras todas con baño y vestidor","$4,700,000",3,4.5,260
1620511841-12311,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?page=38,El Refugio casa con Roof Garden y 4 recamaras! RAHQRO,"$3,450,000",2,4,237
1620516413-13879,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?page=21,Casa de 2 niveles en El Refugio de 188 mts2 y 3 dormitorios! RAHQRO,"$2,974,653",2,3,188
1620509533-12015,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-sale/?page=9,EXCELENTE CASA EN MILENIO QUERETARO,"$3,170,000",4,2,230
1620499520-7623,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/casa/for-sale/?page=11,VENTA CASA CUMBRES DEL LAGO JURIQUILLA - QUERÉTARO,"$4,500,000",3,3,330
1620521381-14415,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?page=3,CASAS EN VENTA EN EL REFUGIO EN BOJAI CON 3 RECAMARAS QUERETARO,"$3,050,000",2,2,175
1620525654-14825,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/casa/for-sale/?page=9,Amplia residencia en venta el campanario,"$32,500,000",4,4.5,1366
1620518446-14120,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?page=13,VENTA DE CASA EN FRACCIONAMIENTO EL REFUGIO DE 2 PLANTAS 3 RECÁMARAS BALCÓN,"$5,250,000",2,3,326
1620516911-13940,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?page=19,EL REFUGIO CASA EN VENTA,"$3,300,000",2,2,200
1620521172-14390,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?page=3,"Estrena Casa de Autor en El Refugio, 3 Recámaras, Jardín, Equipada, ..Lujo..","$3,000,000",2,2,173
1620498975-7531,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/casa/for-sale/?page=15,"Casa en venta en Cumbres del Lago, 3 rec., 3.5 baños, Jacuzzi.","$3,300,000",2,3,150
1620503531-8866,https://www.lamudi.com.mx/queretaro-arteaga/corregidora/los-candiles-1/casa/for-sale/,"¡¡¡ Casa en VENTA con una excelente ubicación, ideal para vivir en familia !!!","$1,790,000",1,2,115
1620522859-14564,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-sale/?page=8,Casa en venta El Mirador 3 habitaciones JRH,"$2,400,000",3,2.5,120
1620521234-14399,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?page=3,"Casa en venta en El Refugio Queretaro, 3 rec amplias baño c/u, Roof garden.","$2,750,000",3,3,151
1620499542-7627,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/casa/for-sale/?page=11,VENTA CASAS CUMBRES DEL LAGO JURIQUILLA QUERETARO,"$5,400,000",6,4,370
1620510226-12086,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-sale/?page=6,Casa de 3 Recámaras en Venta - Milenio 3a Sección,"$2,970,000",3,3,190
1620522070-14485,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-sale/?page=10,Bella casa de arquitecto a estrenar en Fraccionamiento El Mirador.,"$2,490,000",3,3,177
1620508969-11962,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-sale/?page=10,Casa en Jardines de Querétaro de 3 dormitorios y 160 mts2! RAHH,"$3,690,000",2,3,160
1620502011-7894,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/casa/for-sale/?page=2,CASA EN VENTA EN CUMBRES DEL LAGO JURIQUILLA,"$3,950,000",3,3.5,270
1620521195-14394,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?page=3,Bonita casa 132 mts2 de construcción 3 amplias recámaras Cerca de El Refugio JF,"$1,958,000",3,2.5,126
1620506459-11686,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=8,Casa en venta Jurica 5 habitaciones JGCC,"$11,350,000",5,5.5,920
1620507146-11757,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=5,"Casa en Venta en Arco de Piedra, Jurica, Queretaro","$6,200,000",3,3.5,276
1620507228-11763,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=5,CASA EN VENTA EN JURICA UN SOLO NIVEL,"$15,000,000",4,8,712
1620508210-11870,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=1,Jurica casa con espacios muy funcionales y 3 recamaras!,"$3,320,000",2,3,235
1620519361-14209,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?page=10,"Preciosa Casa en El Refugio, 4 Recamaras una PB, 3.5 Baños, Roof Garden, Sala TV","$2,686,000",2,3,166
1620499900-7684,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/casa/for-sale/?page=9,CASA EN VENTA EN CUMBRES DEL LAGO PREVENTA,"$7,750,000",3,4,400
1620522348-14515,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-sale/?page=9,VENTA casa en El Mirador de 3 recamaras y 115 mts2!,"$2,000,730",2,3,115
1620507179-11759,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=5,JURICA Casa con acabados de lujo recamara en planta baja tbs213072,"$13,500,000",4,3,445
1620511541-12263,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?page=39,Venta moderna casa en El Refugio,"$4,490,000",3,2.5,176
1620502588-7926,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/casa/for-sale/?page=1,"Residencia de Autor en La Condesa Juriquilla, 4 Recamaras, Sala de TV,  3.5 Baño","$3,800,000",3,3,200
1620499121-7556,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/casa/for-sale/?page=14,CUMBRES DEL LAGO JURIQUILLA- CASA EN VENTA- PRIVADA CON AMENIDADES,"$3,800,000",3,4,182
1620515847-13802,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?page=23,Casa en venta El Refugio 3 habitaciones JGCC,"$2,450,000",3,2.5,120
1620523945-14665,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-sale/?page=4,Linda casa en venta en el Mirador AQC,"$2,400,000",3,3,170
1620499999-7699,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/casa/for-sale/?page=9,"Se Vende Preciosa Residencia en La Condesa Juriquilla, 3 Recamaras, 3.5 Baños,..","$3,600,000",2,3,220
1620524789-14752,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-sale/?page=1,Venta de hermosa y amplia casa en esquina 4 Rec. en excelentes condiciones JF,"$5,000,000",4,2.5,324
1620508850-11951,https://www.lamudi.com.mx/queretaro-arteaga/corregidora/el-pueblito-13/casa/for-sale/?page=1,CASA EN VENTA QUERETARO DH 21 3655,"$1,695,001",3,3,108
1620498042-7384,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/casa/for-sale/?page=20,VENTA DE CASA EN CUMBRES DEL LAGO JURIQUILLA,"$4,538,000",3,6,282
1620517496-14004,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?page=16,Casa en Venta en Bojai El Refugio,"$3,100,000",3,2,185
1620512737-12458,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?page=33,"CASA EN VENTA EN FRACCIONAMIENTO REFUGIO, QUERÉTARO","$2,800,000",2,2,160
1620511772-12299,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?page=38,Venta Hermosa Casa en Zona Dorada Qro con 3 Rec y Dependencias de Servicio JF,"$3,399,000",3,3.5,180
1620519687-14242,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?page=8,Casa en El Refugio de 3 dormitorios en zona premium! GOC,"$2,120,000",2,3,130
1620509376-11995,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-sale/?page=9,Casa en venta en Milenio GGV#21-3451,"$2,750,000",3,2.5,166
1620516934-13944,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?page=19,"KL/ ESTRENA CASA EN REFUGIO, DENTRO DE  PRIVADA, 3 RECAMARAS.","$2,800,000",2,3,185
1620525682-14827,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/casa/for-sale/?page=9,"Casas en Pre Venta en Lomas del Campanario Norte, Querétaro","$7,100,000",3,4,290
1620516218-13852,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?page=22,Excelente Casa,"$4,490,000",2,3,245
1620516808-13921,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?page=19,Casa en Venta El Refugio,"$2,350,000",3,2,120
1620522105-14489,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-sale/?page=10,EL MIRADOR casa en Venta,"$2,100,000",3,2.5,105
1620503514-8864,https://www.lamudi.com.mx/queretaro-arteaga/corregidora/los-candiles-1/casa/for-sale/,VENDO CASA QUERETARO FRACC.CANDILES ESQUINA MODERNA FACT USO SUELO CON ROOF GARD,"$2,995,000",3,4,142
1620509063-11969,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-sale/?page=10,Casa en venta a una cuadra del acueducto de queretaro 3 recamaras 3 baños JPC,"$3,980,000",3,3,140
1620501905-7874,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/casa/for-sale/?page=2,"Residencia en La Condesa Juriquilla, 4ta Rec en PB, Jardín, 4 Baños, Estudio..","$3,950,000",3,4,220
1620522017-14481,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-sale/?page=10,Venta casa en fraccionamiento cerca del Mirador con Roof Garden y 170 mts2!,"$2,400,000",2,3,170
